"REF_DATE","GEO","DGUID","Receipts, payments and balances","Current account","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915316","1.3.13","-28","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915317","1.3.14","-170","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915318","1.3.15","142","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915319","1.3.16","-298","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915320","1.3.17","440","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915321","1.3.18","-2176","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915322","1.3.19","-2182","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915323","1.3.20","-2058","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915324","1.3.21","-124","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915325","1.3.22","6","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915326","1.3.23","-803","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915327","1.3.24","-15","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915328","1.3.25","-46","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915329","1.3.26","14","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Foreign taxes","Dollars","81","millions","6","v61915330","1.3.29","-60","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915331","1.3.30","31","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Canadian taxes","Dollars","81","millions","6","v61915332","1.3.31","316","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Official contributions","Dollars","81","millions","6","v61915333","1.3.32","-248","","","","0"
"1982-07","Canada","2016A000011124","Balances, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915334","1.3.33","-37","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915244","1.1.1","27071","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915245","1.1.2","23524","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Goods","Dollars","81","millions","6","v61915246","1.1.3","20754","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Services","Dollars","81","millions","6","v61915248","1.1.5","2770","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Travel","Dollars","81","millions","6","v61915249","1.1.6","898","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915250","1.1.7","739","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915251","1.1.8","973","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Government services","Dollars","81","millions","6","v61915252","1.1.9","160","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915253","1.1.10","3078","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915254","1.1.11","84","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915255","1.1.12","2994","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915256","1.1.13","685","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915257","1.1.14","0","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915258","1.1.15","685","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915259","1.1.16","609","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915260","1.1.17","75","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915261","1.1.18","103","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915262","1.1.19","16","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915263","1.1.20","16","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915264","1.1.21","","..","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915265","1.1.22","87","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915266","1.1.23","2207","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915267","1.1.24","469","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915268","1.1.25","151","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915269","1.1.26","151","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915270","1.1.30","317","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Canadian taxes","Dollars","81","millions","6","v61915271","1.1.31","312","","","","0"
"1982-10","Canada","2016A000011124","Receipts, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915272","1.1.33","5","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915273","1.2.1","26734","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915274","1.2.2","19664","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Goods","Dollars","81","millions","6","v61915275","1.2.3","16025","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Services","Dollars","81","millions","6","v61915276","1.2.5","3639","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Travel","Dollars","81","millions","6","v61915277","1.2.6","1055","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915278","1.2.7","911","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915279","1.2.8","1487","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Government services","Dollars","81","millions","6","v61915280","1.2.9","187","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915281","1.2.10","6464","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915282","1.2.11","124","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915283","1.2.12","6340","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915284","1.2.13","1282","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915285","1.2.14","169","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915286","1.2.15","1113","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915287","1.2.16","846","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915288","1.2.17","267","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915289","1.2.18","2309","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915290","1.2.19","2224","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915291","1.2.20","2134","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915292","1.2.21","90","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915293","1.2.22","85","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915294","1.2.23","2749","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915295","1.2.24","606","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915296","1.2.25","204","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915297","1.2.26","137","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Personal transfers","Dollars","81","millions","6","v61915298","1.2.27","71","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Other private non-personal transfers","Dollars","81","millions","6","v61915299","1.2.28","67","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Foreign taxes","Dollars","81","millions","6","v61915300","1.2.29","66","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915301","1.2.30","402","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Official contributions","Dollars","81","millions","6","v61915302","1.2.32","359","","","","0"
"1982-10","Canada","2016A000011124","Payments, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915303","1.2.33","43","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915304","1.3.1","337","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915305","1.3.2","3860","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Goods","Dollars","81","millions","6","v61915306","1.3.3","4729","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Services","Dollars","81","millions","6","v61915308","1.3.5","-869","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Travel","Dollars","81","millions","6","v61915309","1.3.6","-157","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915310","1.3.7","-172","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915311","1.3.8","-514","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Government services","Dollars","81","millions","6","v61915312","1.3.9","-27","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915313","1.3.10","-3386","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915314","1.3.11","-40","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915315","1.3.12","-3346","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915316","1.3.13","-597","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915317","1.3.14","-169","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915318","1.3.15","-428","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915319","1.3.16","-237","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915320","1.3.17","-191","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915321","1.3.18","-2206","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915322","1.3.19","-2209","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915323","1.3.20","-2118","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915324","1.3.21","-90","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915325","1.3.22","3","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915326","1.3.23","-543","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915327","1.3.24","-138","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915328","1.3.25","-52","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915329","1.3.26","14","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Foreign taxes","Dollars","81","millions","6","v61915330","1.3.29","-66","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915331","1.3.30","-85","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Canadian taxes","Dollars","81","millions","6","v61915332","1.3.31","312","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Official contributions","Dollars","81","millions","6","v61915333","1.3.32","-359","","","","0"
"1982-10","Canada","2016A000011124","Balances, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915334","1.3.33","-38","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915244","1.1.1","27191","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915245","1.1.2","24215","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Goods","Dollars","81","millions","6","v61915246","1.1.3","21523","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Services","Dollars","81","millions","6","v61915248","1.1.5","2692","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Travel","Dollars","81","millions","6","v61915249","1.1.6","885","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915250","1.1.7","724","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915251","1.1.8","916","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Government services","Dollars","81","millions","6","v61915252","1.1.9","166","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915253","1.1.10","2563","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915254","1.1.11","85","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915255","1.1.12","2478","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915256","1.1.13","415","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915257","1.1.14","0","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915258","1.1.15","415","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915259","1.1.16","646","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915260","1.1.17","-231","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915261","1.1.18","103","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915262","1.1.19","18","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915263","1.1.20","18","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915264","1.1.21","","..","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915265","1.1.22","86","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915266","1.1.23","1959","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915267","1.1.24","413","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915268","1.1.25","151","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915269","1.1.26","151","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915270","1.1.30","263","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Canadian taxes","Dollars","81","millions","6","v61915271","1.1.31","259","","","","0"
"1983-01","Canada","2016A000011124","Receipts, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915272","1.1.33","4","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915273","1.2.1","27659","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915274","1.2.2","20781","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Goods","Dollars","81","millions","6","v61915275","1.2.3","17191","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Services","Dollars","81","millions","6","v61915276","1.2.5","3590","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Travel","Dollars","81","millions","6","v61915277","1.2.6","1139","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915278","1.2.7","898","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915279","1.2.8","1362","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Government services","Dollars","81","millions","6","v61915280","1.2.9","190","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915281","1.2.10","6278","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915282","1.2.11","111","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915283","1.2.12","6167","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915284","1.2.13","1330","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915285","1.2.14","149","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915286","1.2.15","1181","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915287","1.2.16","410","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915288","1.2.17","771","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915289","1.2.18","2251","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915290","1.2.19","2175","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915291","1.2.20","2107","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915292","1.2.21","68","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915293","1.2.22","76","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915294","1.2.23","2586","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915295","1.2.24","600","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915296","1.2.25","210","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915297","1.2.26","148","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Personal transfers","Dollars","81","millions","6","v61915298","1.2.27","73","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Other private non-personal transfers","Dollars","81","millions","6","v61915299","1.2.28","75","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Foreign taxes","Dollars","81","millions","6","v61915300","1.2.29","62","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915301","1.2.30","390","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Official contributions","Dollars","81","millions","6","v61915302","1.2.32","344","","","","0"
"1983-01","Canada","2016A000011124","Payments, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915303","1.2.33","46","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915304","1.3.1","-468","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915305","1.3.2","3434","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Goods","Dollars","81","millions","6","v61915306","1.3.3","4332","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Services","Dollars","81","millions","6","v61915308","1.3.5","-898","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Travel","Dollars","81","millions","6","v61915309","1.3.6","-254","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915310","1.3.7","-174","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915311","1.3.8","-446","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Government services","Dollars","81","millions","6","v61915312","1.3.9","-24","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915313","1.3.10","-3716","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915314","1.3.11","-26","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915315","1.3.12","-3689","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915316","1.3.13","-915","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915317","1.3.14","-149","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915318","1.3.15","-766","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915319","1.3.16","236","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915320","1.3.17","-1002","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915321","1.3.18","-2148","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915322","1.3.19","-2157","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915323","1.3.20","-2089","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915324","1.3.21","-68","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915325","1.3.22","10","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915326","1.3.23","-627","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915327","1.3.24","-187","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915328","1.3.25","-60","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915329","1.3.26","3","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Foreign taxes","Dollars","81","millions","6","v61915330","1.3.29","-62","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915331","1.3.30","-127","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Canadian taxes","Dollars","81","millions","6","v61915332","1.3.31","259","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Official contributions","Dollars","81","millions","6","v61915333","1.3.32","-344","","","","0"
"1983-01","Canada","2016A000011124","Balances, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915334","1.3.33","-42","","","","0"
